sa2_name,poi_name,category,longitude,latitude
Glenwood,Parking Area,Parking Area,150.9281331478675,-33.7367543845497
Glenwood,KELLYVILLE PRP,Ambulance Station,150.93898500401045,-33.720584996183625
Glenwood,REFALO RESERVE,Park,150.94693156299752,-33.74364183153957
Glenwood,HOLSTEIN PARK,Park,150.93085918351355,-33.720824791414714
Glenwood,FRANCESCO CRESCENT RESERVE,Park,150.9526557995662,-33.74873174027472
Glenwood,BRIGHTON DRIVE RESERVE,Park,150.94806827678502,-33.72915325195491
Glenwood,BELLA VISTA FARM PARK RESERVE,Park,150.95310528958487,-33.74005176661587
Glenwood,BALMORAL ROAD SPORTS COMPLEX RESERVE,Sports Field,150.9513803957803,-33.72454208211089
Glenwood,HIGHRANGE TERRACE RESERVE,Park,150.95174238809372,-33.728118871354205
Glenwood,HODGES ROAD RESERVE,Park,150.9483245661356,-33.72047072345399
Glenwood,HEADINGLEY RESERVE,Park,150.91796174668758,-33.75192774836711
Glenwood,Parking Area,Parking Area,150.9307599609971,-33.72372056920208
Glenwood,Parking Area,Parking Area,150.93412638404962,-33.722906658232866
Glenwood,Parking Area,Parking Area,150.93269119692417,-33.72216016442364
Glenwood,Parking Area,Parking Area,150.95049658289813,-33.724780712701396
Glenwood,Parking Area,Parking Area,150.94178033210426,-33.732390808282524
Glenwood,BELLA VISTA RAILWAY STATION,Railway Station,150.9440734076311,-33.73052065320345
Acacia Gardens,WAITE RESERVE,Park,150.91653118498752,-33.73334153690597
Acacia Gardens,PEARCES CORNER,Urban Place,150.91829905239862,-33.737620976961914
Acacia Gardens,ACACIA GARDENS,Suburb,150.91224491493185,-33.73461466398759
Acacia Gardens,SIKH TEMPLE,Place Of Worship,150.91991675473196,-33.738004106708075
Acacia Gardens,QUAKERS HILL EAST PUBLIC SCHOOL,Primary School,150.9136156506306,-33.732681080129524
Acacia Gardens,Park,Park,150.91381485743474,-33.73486446341158
Acacia Gardens,METS68N2,Roadside Emergency Telephone,150.90646656295215,-33.7362799832294
Acacia Gardens,METS70N1,Roadside Emergency Telephone,150.91607297322574,-33.737848223087006
Acacia Gardens,METS70S1,Roadside Emergency Telephone,150.91588134999915,-33.73826987959086
Quakers Hill,QUAKERS HILL PARK,Park,150.88832329724366,-33.72222162165175
Quakers Hill,BRETHREN CHURCH,Place Of Worship,150.8818648038129,-33.728887452326056
Quakers Hill,Park,Park,150.88564459113496,-33.72975313952002
Quakers Hill,Park,Park,150.8912522515326,-33.716048272365256
Quakers Hill,GREENHALGH RESERVE,Park,150.87886395914845,-33.72928241408155
Quakers Hill,Park,Park,150.89669834363812,-33.717086614424126
Quakers Hill,Park,Park,150.9020723127044,-33.71638812338301
Quakers Hill,PATERSON RESERVE,Park,150.90576407411174,-33.720021986760955
Quakers Hill,Park,Park,150.90214463427134,-33.71857978989105
Quakers Hill,MIHKELSON RESERVE,Park,150.8944536468809,-33.72093760294607
Quakers Hill,Park,Park,150.90103744810725,-33.7228299893507
Quakers Hill,TENNIS COURT,Sports Court,150.87804257199198,-33.727750577769335
Quakers Hill,CORBIN RESERVE,Park,150.8996980321708,-33.73207336722022
Quakers Hill,WRIGHT RESERVE,Park,150.89196884931286,-33.732793353874406
Quakers Hill,GEORGE W I BROWN RESERVE,Park,150.8814939819586,-33.72653549171979
Quakers Hill,UNITING CHURCH,Place Of Worship,150.8920281282401,-33.72931077632048
Quakers Hill,Swimming Pool Facility,Swimming Pool Facility,150.87818549395374,-33.72502674677947
Quakers Hill,Park,Park,150.90259035855235,-33.72681571513412
Quakers Hill,TENNIS COURTS,Sports Court,150.8876785009057,-33.72326746743572
Quakers Hill,Parking Area,Parking Area,150.88970311401158,-33.7224485177943
Quakers Hill,ANGLICAN CHURCH,Place Of Worship,150.89160236632134,-33.71679950732369
Quakers Hill,QUAKERS HILL POST OFFICE,Post Office,150.88473023014328,-33.72661410654256
Quakers Hill,ACACIA GARDENS,Suburb,150.91224491493185,-33.73461466398759
Quakers Hill,QUAKERS HILL,Suburb,150.8851847210832,-33.72647477873013
Quakers Hill,THE PONDS,Suburb,150.9093785660317,-33.71555937704525
Quakers Hill,Pumping Station,Pumping Station,150.8679000255973,-33.734366003846866
Quakers Hill,Sports Field,Sports Field,150.88872158508784,-33.722705254893846
Quakers Hill,Sports Field,Sports Field,150.89388443389265,-33.7215562167155
Quakers Hill,BASEBALL FIELD,Sports Field,150.8998764959767,-33.73192443037293
Quakers Hill,NETBALL COURTS,Sports Court,150.9073148510581,-33.72164789137916
Quakers Hill,TENNIS COURTS,Sports Court,150.9067676988967,-33.7215669281372
Quakers Hill,Sports Field,Sports Field,150.90704653236762,-33.720230300348945
Quakers Hill,GEORGE ALDER RESERVE,Park,150.89280624624428,-33.72779000977502
Quakers Hill,HENRY MITCHELL RESERVE,Park,150.9062136530637,-33.73317666281063
Quakers Hill,OPPY RESERVE,Park,150.88322038223788,-33.72107607003667
Quakers Hill,SHERWOOD PARK,Park,150.88714460608125,-33.724637682809245
Quakers Hill,ST JOHN PAUL II CATHOLIC COLLEGE NIRIMBA,High School,150.88076615164402,-33.72547606622509
Quakers Hill,WYNDHAM COLLEGE,High School,150.87936293016966,-33.72548020759656
Quakers Hill,UNIVERSITY OF WESTERN SYDNEY BLACKTOWN CAMPUS,University,150.8769511449729,-33.72670235621442
Quakers Hill,SCHOFIELDS FIRE STATION,Fire Station,150.89364382283875,-33.713362018667716
Quakers Hill,MORMON CHURCH,Place Of Worship,150.89499724081548,-33.72710202443061
Quakers Hill,CATHOLIC CHURCH,Place Of Worship,150.903145130224,-33.720127707843595
Quakers Hill,MARAYONG COMMUNITY CENTRE,Community Facility,150.88570597661163,-33.72594203164807
Quakers Hill,QUAKERS HILL NEIGHBOURHOOD CENTRE,Community Facility,150.9007057092559,-33.721317962701086
Quakers Hill,QUAKERS HILL COMMUNITY HALL,Community Facility,150.8860988143769,-33.72598083689464
Quakers Hill,DOUGLAS SIDING RESERVE,Park,150.88031754017766,-33.71592711470349
Quakers Hill,PERIDOT PARK,Park,150.9102257150739,-33.72768424433725
Quakers Hill,BARNIER PUBLIC SCHOOL,Primary School,150.90187507770227,-33.720468312307396
Quakers Hill,MARY IMMACULATE PRIMARY SCHOOL,Primary School,150.90361727216094,-33.72083858726936
Quakers Hill,HAMBLEDON PUBLIC SCHOOL,Primary School,150.88777194096667,-33.71626693033444
Quakers Hill,QUAKERS HILL HIGH SCHOOL,High School,150.897408273224,-33.729239243512914
Quakers Hill,QUAKERS HILL EAST PUBLIC SCHOOL,Primary School,150.9136156506306,-33.732681080129524
Quakers Hill,Park,Park,150.8883251890956,-33.710353338938134
Quakers Hill,OWL PARK,Park,150.91291336750442,-33.71720480478356
Quakers Hill,Park,Park,150.91381485743474,-33.73486446341158
Quakers Hill,METS62N1,Roadside Emergency Telephone,150.8730544940189,-33.733130095038256
Quakers Hill,METS62S1,Roadside Emergency Telephone,150.87309382765196,-33.73358369009305
Quakers Hill,METS64S1,Roadside Emergency Telephone,150.88183231893558,-33.73454587505748
Quakers Hill,METS64N1,Roadside Emergency Telephone,150.8842462825469,-33.734291280083546
Quakers Hill,METS65S1,Roadside Emergency Telephone,150.888498901712,-33.73502590454678
Quakers Hill,METS66N1,Roadside Emergency Telephone,150.8910187488475,-33.73477439334402
Quakers Hill,METS68N1,Roadside Emergency Telephone,150.90177403609744,-33.735628266364024
Quakers Hill,METS68S1,Roadside Emergency Telephone,150.9017039558272,-33.73601217595843
Quakers Hill,LORIUS PARK,Park,150.90365586198894,-33.71422406649952
Quakers Hill,GATHERING PARK,Park,150.90681129054417,-33.71105743271441
Quakers Hill,QUAKERS HILLSIDE CARE COMMUNITY,Nursing Home,150.89174982387686,-33.719531917075045
Quakers Hill,FOOTBALL FIELD,Sports Field,150.91226535250286,-33.71313445886996
Quakers Hill,Parking Area,Parking Area,150.89367548396095,-33.720537684113495
Quakers Hill,Parking Area,Parking Area,150.90383577837065,-33.7201986123939
Quakers Hill,RIDGELINE PARK,Park,150.90072212237448,-33.71011897625004
Quakers Hill,THE PONDS PARKLANDS,Park,150.90865123697702,-33.71040178947664
Quakers Hill,QUAKERS HILL PRP,Ambulance Station,150.88167302877113,-33.7359926430051
Quakers Hill,QUAKERS HILL SEWERAGE TREATMENT PLANT,Sewage Works,150.87803007642637,-33.73482181261263
Quakers Hill,NIRIMBA FIELDS,Suburb,150.8754005737408,-33.716964606408744
Quakers Hill,QUAKERS HILL RAILWAY STATION,Railway Station,150.88654041539087,-33.72769820121359
Quakers Hill,NIRIMBA FIELDS PUBLIC SCHOOL,Primary School,150.87175539806574,-33.71501900103397
Quakers Hill,NIRIMBA TAFE COLLEGE,Technical College,150.8741204897323,-33.723444729689746
Quakers Hill,COMPULSORY DRUG TREATMENT CORRECTIONAL CENTRE,Gaol,150.91394296168588,-33.72285331339262
Kellyville Ridge - The Ponds,GATEWAY LIFESTYLE-STANHOPE GARDENS,Tourist Park / Home Village,150.92801719872045,-33.72207320491855
Kellyville Ridge - The Ponds,Park,Park,150.9020723127044,-33.71638812338301
Kellyville Ridge - The Ponds,PATERSON RESERVE,Park,150.90576407411174,-33.720021986760955
Kellyville Ridge - The Ponds,Park,Park,150.90214463427134,-33.71857978989105
Kellyville Ridge - The Ponds,Quarry - Open Cut,Quarry - Open Cut,150.91844323739164,-33.690670860220905
Kellyville Ridge - The Ponds,CASTLEBROOK MEMORIAL PARK,Cemetery,150.92291359291028,-33.69364970729235
Kellyville Ridge - The Ponds,Sports Centre,Sports Centre,150.92951920253682,-33.71791770119844
Kellyville Ridge - The Ponds,IRONBARK LAKE,Manmade Waterbody,150.91367806647486,-33.694972413660096
Kellyville Ridge - The Ponds,STANHOPE GARDENS,Suburb,150.92104272017713,-33.71770952172584
Kellyville Ridge - The Ponds,KELLYVILLE RIDGE,Suburb,150.92023702838526,-33.70300839732769
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.92602180781077,-33.70492688650583
Kellyville Ridge - The Ponds,Park,Park,150.9287624725212,-33.70794290714129
Kellyville Ridge - The Ponds,TENNIS COURT,Sports Court,150.92695042237114,-33.708615582525596
Kellyville Ridge - The Ponds,TENNIS COURT,Sports Court,150.92726247643958,-33.71386132130687
Kellyville Ridge - The Ponds,STANHOPE VILLAGE,Shopping Centre,150.92024309740336,-33.71847700861416
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.9194792680021,-33.719051590955814
Kellyville Ridge - The Ponds,NETBALL COURTS,Sports Court,150.9287101681138,-33.717847656287944
Kellyville Ridge - The Ponds,TENNIS COURTS,Sports Court,150.9287101681138,-33.7183032240214
Kellyville Ridge - The Ponds,SOFTBALL FIELDS,Sports Field,150.9303273593057,-33.71798648178838
Kellyville Ridge - The Ponds,BLACKTOWN LEISURE CENTRE,Sports Centre,150.921903701478,-33.719087285772574
Kellyville Ridge - The Ponds,THE PONDS,Suburb,150.9093785660317,-33.71555937704525
Kellyville Ridge - The Ponds,NETBALL COURTS,Sports Court,150.9073148510581,-33.72164789137916
Kellyville Ridge - The Ponds,TENNIS COURTS,Sports Court,150.9067676988967,-33.7215669281372
Kellyville Ridge - The Ponds,Sports Field,Sports Field,150.90704653236762,-33.720230300348945
Kellyville Ridge - The Ponds,TENNIS COURT,Sports Court,150.92326654008713,-33.70773476326792
Kellyville Ridge - The Ponds,BASKETBALL COURTS,Sports Court,150.92600657777345,-33.70534456315624
Kellyville Ridge - The Ponds,CONNOR GREASBY PARK,Park,150.92506372850914,-33.70621586237273
Kellyville Ridge - The Ponds,CATHOLIC CHURCH,Place Of Worship,150.92712434160003,-33.706111136010065
Kellyville Ridge - The Ponds,STANHOPE GARDENS RESERVE,Park,150.9294321719554,-33.71754769533425
Kellyville Ridge - The Ponds,VINEGAR HILL RESERVE,Park,150.92499230346087,-33.69699319957353
Kellyville Ridge - The Ponds,ST MARK'S CATHOLIC COLLEGE,High School,150.92749661513187,-33.70543043806979
Kellyville Ridge - The Ponds,STANHOPE GARDENS POST OFFICE,Post Office,150.91993060405872,-33.71858466608834
Kellyville Ridge - The Ponds,CATHOLIC CHURCH,Place Of Worship,150.903145130224,-33.720127707843595
Kellyville Ridge - The Ponds,KELLYVILLE RIDGE NEIGHBOURHOOD CENTRE,Community Facility,150.91979343760306,-33.70050081360185
Kellyville Ridge - The Ponds,QUAKERS HILL NEIGHBOURHOOD CENTRE,Community Facility,150.9007057092559,-33.721317962701086
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.92513757361877,-33.692934964361775
Kellyville Ridge - The Ponds,ROUSE HILL BUS INTERCHANGE,Bus Interchange,150.92412718990968,-33.69160989091353
Kellyville Ridge - The Ponds,VINEGAR HILL,Urban Place,150.9206165818642,-33.69272107457952
Kellyville Ridge - The Ponds,PEEL RESERVE,Park,150.90871362677018,-33.70682393396716
Kellyville Ridge - The Ponds,KALINA RESERVE,Park,150.90446711165737,-33.69828852158938
Kellyville Ridge - The Ponds,TENNIS COURT,Sports Court,150.92842685204965,-33.694752115486324
Kellyville Ridge - The Ponds,TENNIS COURT,Sports Court,150.92768871356716,-33.69514036268533
Kellyville Ridge - The Ponds,BIRANG DARUGANORA PARK,Park,150.9194875145364,-33.704255815873466
Kellyville Ridge - The Ponds,ROUSE HILL VISITOR INFORMATION CENTRE,Tourist Information Centre,150.92785138319377,-33.694694691766266
Kellyville Ridge - The Ponds,KELLYVILLE RIDGE PUBLIC SCHOOL,Primary School,150.9248919517622,-33.704207401475806
Kellyville Ridge - The Ponds,BARNIER PUBLIC SCHOOL,Primary School,150.90187507770227,-33.720468312307396
Kellyville Ridge - The Ponds,MARY IMMACULATE PRIMARY SCHOOL,Primary School,150.90361727216094,-33.72083858726936
Kellyville Ridge - The Ponds,JOHN PALMER PUBLIC SCHOOL,Primary School,150.9119468620054,-33.70732428496143
Kellyville Ridge - The Ponds,JOHN XXIII CATHOLIC PRIMARY SCHOOL,Primary School,150.9275530526879,-33.70445339138154
Kellyville Ridge - The Ponds,ROUSE HILL TOWN CENTRE POST OFFICE,Post Office,150.92540784704335,-33.69157717215543
Kellyville Ridge - The Ponds,Park,Park,150.9174152215502,-33.708193065171365
Kellyville Ridge - The Ponds,Park,Park,150.91403111336464,-33.70154102143534
Kellyville Ridge - The Ponds,Park,Park,150.92164758280734,-33.710752209721385
Kellyville Ridge - The Ponds,Park,Park,150.92605219512194,-33.715192320028365
Kellyville Ridge - The Ponds,Park,Park,150.92118015612738,-33.71657606257089
Kellyville Ridge - The Ponds,OWL PARK,Park,150.91291336750442,-33.71720480478356
Kellyville Ridge - The Ponds,ROUSE HILL LIBRARY,Library,150.92628015879495,-33.690605081892606
Kellyville Ridge - The Ponds,LAKES EDGE PARK,Park,150.9164087374278,-33.69691951577378
Kellyville Ridge - The Ponds,LORIUS PARK,Park,150.90365586198894,-33.71422406649952
Kellyville Ridge - The Ponds,JONAS BRADLEY PARK,Park,150.91133771530957,-33.702142961329024
Kellyville Ridge - The Ponds,GATHERING PARK,Park,150.90681129054417,-33.71105743271441
Kellyville Ridge - The Ponds,VINEGAR HILL MEMORIAL COMMUNITY CENTRE,Community Facility,150.9262348280091,-33.69058104948882
Kellyville Ridge - The Ponds,THE PONDS COMMUNITY HUB,Community Facility,150.91023005393666,-33.70556236132536
Kellyville Ridge - The Ponds,THE PONDS SCHOOL,Special School,150.91196990019915,-33.697769856566936
Kellyville Ridge - The Ponds,DUDLEY FOORD HOUSE,Nursing Home,150.91566212693388,-33.719252366261564
Kellyville Ridge - The Ponds,BASEBALL FIELD,Sports Field,150.90637616997668,-33.7016541019358
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.9140499465446,-33.713905397040506
Kellyville Ridge - The Ponds,FOOTBALL FIELD,Sports Field,150.91226535250286,-33.71313445886996
Kellyville Ridge - The Ponds,TENNIS COURTS,Sports Court,150.9237080162352,-33.71893614384026
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.90383577837065,-33.7201986123939
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.90494490938735,-33.69291693737172
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.90345372488034,-33.693345997993035
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.90432949604408,-33.69409862289946
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.90350298130397,-33.694306614457105
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.90575455376637,-33.7030212521661
Kellyville Ridge - The Ponds,RIDGELINE PARK,Park,150.90072212237448,-33.71011897625004
Kellyville Ridge - The Ponds,SILVERLEAF PARK,Park,150.90428597626183,-33.70546419629146
Kellyville Ridge - The Ponds,WATERFALL PARK,Park,150.90509395336773,-33.708474363271236
Kellyville Ridge - The Ponds,THE PONDS PARKLANDS,Park,150.90865123697702,-33.71040178947664
Kellyville Ridge - The Ponds,Filtration Plant,Filtration Plant,150.91758378951494,-33.70279590621898
Kellyville Ridge - The Ponds,TALLAWONG RAILWAY STATION,Railway Station,150.90601294068318,-33.69157913490755
Kellyville Ridge - The Ponds,THE PONDS VILLAGE,Retirement Village,150.9166693108439,-33.71812460768566
Kellyville Ridge - The Ponds,Parking Area,Parking Area,150.92163290882715,-33.7200086032201
Kellyville Ridge - The Ponds,ROUSE HILL RAILWAY STATION,Railway Station,150.92421023197116,-33.691810083101075
Marsden Park - Shanes Park,HARTOG RESERVE,Park,150.78535105924365,-33.72040452411822
Marsden Park - Shanes Park,Park,Park,150.79299846307146,-33.72813124204052
Marsden Park - Shanes Park,WILLMOT RESERVE,Park,150.7946576684692,-33.724012292946284
Marsden Park - Shanes Park,Park,Park,150.79851589129206,-33.723887837399936
Marsden Park - Shanes Park,Park,Park,150.79710533686995,-33.72272676860262
Marsden Park - Shanes Park,Park,Park,150.79774841293408,-33.725069666187004
Marsden Park - Shanes Park,TANDARRA PARK,Park,150.80732604927073,-33.72664517500382
Marsden Park - Shanes Park,Park,Park,150.82507534803162,-33.72825160099977
Marsden Park - Shanes Park,LONG TAN RESERVE,Park,150.82258798667172,-33.728274244444464
Marsden Park - Shanes Park,Park,Park,150.8324154849131,-33.72719899697911
Marsden Park - Shanes Park,Park,Park,150.78861267495364,-33.72468801555726
Marsden Park - Shanes Park,Park,Park,150.80027755493785,-33.72301342775969
Marsden Park - Shanes Park,Park,Park,150.8178040634234,-33.72634491754894
Marsden Park - Shanes Park,CHARLOTTE CARNE PARK,Park,150.82896778588696,-33.727520794584954
Marsden Park - Shanes Park,Park,Park,150.820487501857,-33.72837316189053
Marsden Park - Shanes Park,Park,Park,150.82361268593323,-33.72542970421901
Marsden Park - Shanes Park,PETER VAN HASSELT PARK,Park,150.79950281639577,-33.72741683983068
Marsden Park - Shanes Park,SHANES PARK,Park,150.7714765931552,-33.70773131228352
Marsden Park - Shanes Park,MARSDEN PARK,Park,150.84300382745403,-33.68773547060038
Marsden Park - Shanes Park,BERKSHIRE PARK RECREATION GROUND,Park,150.78184640253696,-33.67638887344144
Marsden Park - Shanes Park,INGENIA LIFESTYLE STONEY CREEK RETIREMENT VILLAGE,Retirement Village,150.83093852522862,-33.72182411393233
Marsden Park - Shanes Park,BLACKTOWN PISTOL CLUB,Club,150.80783204781238,-33.722459005703314
Marsden Park - Shanes Park,Parking Area,Parking Area,150.83501418706254,-33.707879863660644
Marsden Park - Shanes Park,BLACKTOWN PISTOL RANGE,Target Range,150.80758000749316,-33.7219369973727
Marsden Park - Shanes Park,Park,Park,150.81254202803476,-33.72820197636212
Marsden Park - Shanes Park,WOORONG PARK,Homestead,150.78860239283696,-33.69520180188162
Marsden Park - Shanes Park,ECHO VALE,Homestead,150.82149577093188,-33.68213024907793
Marsden Park - Shanes Park,Park,Park,150.79089307525186,-33.72662525738995
Marsden Park - Shanes Park,INTERNATIONAL RADIO TRANSMITTING STATION,Transmission Station,150.79329054579452,-33.712636617355926
Marsden Park - Shanes Park,BERKSHIRE PARK RFB,Firestation - Bush,150.78078971965815,-33.676627745473
Marsden Park - Shanes Park,SHANES PARK,Suburb,150.7834330087884,-33.71143977388046
Marsden Park - Shanes Park,MARSDEN PARK,Suburb,150.8321430869729,-33.69780595484448
Marsden Park - Shanes Park,WILLMOT,Suburb,150.79265827107338,-33.72591279116334
Marsden Park - Shanes Park,BERKSHIRE PARK HALL,Community Facility,150.78106238619458,-33.67682814449287
Marsden Park - Shanes Park,ROPES CROSSING,Suburb,150.7813260704766,-33.72761765982261
Marsden Park - Shanes Park,AUSTRALIAN CHRISTIAN COLLEGE MARSDEN PARK,Combined Primary-Secondary School,150.83786848865643,-33.67727599373378
Marsden Park - Shanes Park,TENNIS COURT,Sports Court,150.77143413967318,-33.707950015344444
Marsden Park - Shanes Park,TENNIS COURTS,Sports Court,150.8015241219048,-33.72391077637266
Marsden Park - Shanes Park,Sports Field,Sports Field,150.8025586909562,-33.723187122871664
Marsden Park - Shanes Park,Sports Field,Sports Field,150.80059472760675,-33.726317649619624
Marsden Park - Shanes Park,WASTE AND QUARANTINE CENTRE,Rubbish Depot,150.83345457159217,-33.71408775085425
Marsden Park - Shanes Park,Sports Field,Sports Field,150.78175006720588,-33.676559709230105
Marsden Park - Shanes Park,VAN DIEMEN PARK,Park,150.7869072683025,-33.722139887877205
Marsden Park - Shanes Park,ISLAMIC,Place Of Worship,150.8427319406552,-33.72577234375454
Marsden Park - Shanes Park,MARSDEN PARK RFB,Firestation - Bush,150.83308931569934,-33.6958907648246
Marsden Park - Shanes Park,THE PET CEMETERY AND CREMATORIUM,Cemetery,150.7851799544366,-33.689243059676926
Marsden Park - Shanes Park,ROBERTS RESERVE,Park,150.7896278808192,-33.72418854277276
Marsden Park - Shanes Park,WILLMOT PUBLIC SCHOOL,Primary School,150.79385021148792,-33.7260428853559
Marsden Park - Shanes Park,MARSDEN PARK PUBLIC SCHOOL,Primary School,150.83319567353402,-33.69641031712951
Marsden Park - Shanes Park,SHALVEY PUBLIC SCHOOL,Primary School,150.80906885278716,-33.726672084956235
Marsden Park - Shanes Park,ST LUKE'S CATHOLIC COLLEGE PRIMARY,Primary School,150.81893538013267,-33.69863354517657
Marsden Park - Shanes Park,ST LUKE'S CATHOLIC COLLEGE SECONDARY,High School,150.81889612644972,-33.697778121803296
Marsden Park - Shanes Park,Sewage Works,Sewage Works,150.7822070419875,-33.72305506530628
Marsden Park - Shanes Park,ST LUKE'S ARRUNGA,Special School,150.8192693692637,-33.698087863185854
Marsden Park - Shanes Park,NORTHBOURNE PUBLIC SCHOOL,Primary School,150.81870186846444,-33.68846330962462
Marsden Park - Shanes Park,MELONBA,Suburb,150.8048014967598,-33.69638801431149
Marsden Park - Shanes Park,ANGUS,Suburb,150.83957978376426,-33.68366656718268
Marsden Park - Shanes Park,GAMARADA PARK,Park,150.81870838484352,-33.68956378119022
Marsden Park - Shanes Park,YIRAALDIYA NATIONAL PARK,Park,150.80042893004634,-33.71341132011005
Marsden Park - Shanes Park,DYANMILA PARK,Park,150.817675277351,-33.696276000878285
Marsden Park - Shanes Park,MELONBA HIGH SCHOOL,High School,150.8021528105513,-33.69916389002788
Marsden Park - Shanes Park,Parking Area,Parking Area,150.81738661092098,-33.68898992541899
Riverstone,VINEYARD RAILWAY STATION,Railway Station,150.8511832971364,-33.65038553363111
Riverstone,RIVERSTONE FIRE STATION,Fire Station,150.85920267086547,-33.675273476886495
Riverstone,RIVERSTONE POST OFFICE,Post Office,150.862329100905,-33.678786630827986
Riverstone,RIVERSTONE POLICE STATION,Police Station,150.8622604723122,-33.68128264194918
Riverstone,RIVERSTONE PARK,Park,150.85825969583698,-33.681728420541674
Riverstone,RIVERSTONE CEMETERY,Cemetery,150.8481427065122,-33.68523662624344
Riverstone,SCHOFIELDS PARK,Park,150.87326799751077,-33.69365280830612
Riverstone,JEHOVAHS WITNESSES CHURCH,Place Of Worship,150.86765028945675,-33.66955415280528
Riverstone,RIDGEVIEW PARK,Park,150.86534944170612,-33.670277124768546
Riverstone,MILL STREET RESERVE,Park,150.85989685028952,-33.675748245181886
Riverstone,Park,Park,150.87252154961195,-33.68118021073282
Riverstone,Park,Park,150.8720563543472,-33.680482750085694
Riverstone,Park,Park,150.87182205395808,-33.69534382772386
Riverstone,KNUDSEN RESERVE,Park,150.85099609362106,-33.68430433708046
Riverstone,Park,Park,150.8912522515326,-33.716048272365256
Riverstone,Park,Park,150.89669834363812,-33.717086614424126
Riverstone,Park,Park,150.9020723127044,-33.71638812338301
Riverstone,Park,Park,150.86927905364453,-33.67436598157584
Riverstone,ANGLICAN CHURCH,Place Of Worship,150.8713084987883,-33.693668853752186
Riverstone,Sports Field,Sports Field,150.87423967550924,-33.69362155973898
Riverstone,NORWEST CHRISTIAN COLLEGE,Combined Primary-Secondary School,150.87341022058325,-33.67773082650438
Riverstone,MARSDEN PARK,Park,150.84300382745403,-33.68773547060038
Riverstone,TURNBULL RESERVE,Park,150.8959142464474,-33.66239654955914
Riverstone,MCCALL GARDENS COMMUNITY,Community Facility,150.89340176010737,-33.65485981462132
Riverstone,DEEIMBA RESERVE,Park,150.85607140968634,-33.645053328155335
Riverstone,ANGLICAN CHURCH,Place Of Worship,150.86403258875467,-33.681083560726805
Riverstone,PRESBYTERIAN CHURCH,Place Of Worship,150.86699150904488,-33.68187786829818
Riverstone,Sewage Works,Sewage Works,150.81725985953273,-33.64586455004345
Riverstone,RIVERSIDE SEWAGE TREATMENT PLANT,Sewage Works,150.84710618362496,-33.65432423434611
Riverstone,Parking Area,Parking Area,150.87455064441284,-33.65554250202142
Riverstone,Parking Area,Parking Area,150.83501418706254,-33.707879863660644
Riverstone,ECHO VALE,Homestead,150.82149577093188,-33.68213024907793
Riverstone,COLLEX WASTE MANAGEMENT FACILITY,Rubbish Depot,150.85942874268648,-33.691227486894206
Riverstone,CSR PGH QUARRY,Quarry - Open Cut,150.85446147867853,-33.71149626429257
Riverstone,SCHOFIELDS RFB,Firestation - Bush,150.87052154226004,-33.69750029238682
Riverstone,UNITING CHURCH,Place Of Worship,150.86385275322132,-33.67864064330676
Riverstone,ANGLICAN CHURCH,Place Of Worship,150.89160236632134,-33.71679950732369
Riverstone,RIVERSTONE AMBULANCE STATION,Ambulance Station,150.86930330097064,-33.672111620729765
Riverstone,RIVERSTON INDOOR SPORTS CENTRE,Sports Centre,150.8707817572484,-33.67391204530218
Riverstone,ST CLARES CONVENT,Convent/Monastery,150.87177232142741,-33.67444147591135
Riverstone,BLACKTOWN CITY BICENTENNIAL MUSEUM,Museum,150.8650703037063,-33.67720426433293
Riverstone,LIONS PARK,Park,150.86461724647756,-33.677297193635596
Riverstone,Parking Area,Parking Area,150.86472179330863,-33.67676289605679
Riverstone,RIVERSTONE SWIMMING CENTRE,Swimming Pool Facility,150.86573908865552,-33.676551740229996
Riverstone,WINDSOR COUNTRY VILLAGE,Retirement Village,150.85555773773555,-33.646687792981744
Riverstone,CHURCH OF SCIENTOLOGY,Place Of Worship,150.85701919788806,-33.696695837681645
Riverstone,GRANGE AVENUE RESERVE,Park,150.85081684109431,-33.702345574262274
Riverstone,BLACKTOWN MINI BIKE CLUB,Motor Racing Track,150.8594735174152,-33.714015393862574
Riverstone,TYBURN PRIORY,Convent/Monastery,150.89075277835315,-33.66339460778327
Riverstone,SCHOFIELDS,Suburb,150.87025180692632,-33.69663033750853
Riverstone,MARSDEN PARK,Suburb,150.8321430869729,-33.69780595484448
Riverstone,VINEYARD,Suburb,150.85195452236738,-33.64965143707036
Riverstone,BOX HILL,Suburb,150.90036084691664,-33.64661860010958
Riverstone,RIVERSTONE,Suburb,150.86104950198668,-33.679675471873715
Riverstone,SAM LANE COMMUNITY COMPLEX,Community Facility,150.8625036741074,-33.676693021671326
Riverstone,AUSTRALIAN CHRISTIAN COLLEGE MARSDEN PARK,Combined Primary-Secondary School,150.83786848865643,-33.67727599373378
